Number of clicks on similar products,Number of similar products purchased so far,Average rating given to similar products,Gender,Median purchasing price (in rupees),Rating of the product,Brand of the product,Customer review sentiment score (overall),Price of the product,Holiday,Season,Geographical locations,Probability for the product to be recommended to the person,Product ID,Category,Age of Customer,Purchase Frequency (Monthly),Preferred Payment Method,Return History,Customer Loyalty Score,Active Promotional Campaign,Nombre del producto
22,7,4.4,male,1200,4.2,Wildcraft,0.8,600,Yes,summer,plains,0.8,P01114,Clothing,,,,,,,Super Wildcraft Sneakers
33,12,4.7,male,900,4.8,Head Hunters,0.8,500,Yes,monsoon,plains,0.8,P01115,Food,,,,,,,Eco Head Hunters Snack
5,0,1.4,female,2500,1.8,PUMA,-1.0,300,No,summer,coastal,0.0,P01116,Electronics,,,,,,,Ultra PUMA Tablet
16,6,3.7,male,4500,4.0,HRX,0.5,900,Yes,summer,mountains,0.7,P01117,Food,,,,,,,Smart HRX Snack
6,3,2.8,female,5500,3.1,Mothercare,0.2,500,Yes,winter,coastal,0.4,P01118,Beauty,,,,,,,Mega Mothercare Lipstick
20,8,4.2,female,900,4.6,Johnson & Johnson,0.7,800,Yes,summer,plains,0.9,P01119,Electronics,,,,,,,Luxury Johnson & Johnson Smartwatch
25,10,4.5,male,1300,4.7,The Moms Co.,0.4,600,Yes,winter,plains,0.6,P01120,Health,,,,,,,Mega The Moms Co. Medicine
15,5,3.7,female,6000,3.9,Wakefit,0.7,400,Yes,summer,plains,0.6,P01121,Clothing,,,,,,,Eco Wakefit T-Shirt
32,16,4.8,male,10000,4.9,SleepyCat,0.9,1300,Yes,winter,mountains,0.9,P01122,Beauty,,,,,,,Eco SleepyCat Perfume
10,2,2.7,female,300,3.0,Duroflex,-0.1,700,Yes,summer,mountains,0.3,P01123,Clothing,,,,,,,Ultra Duroflex Jacket
40,18,4.9,male,800,4.8,Pepperfry,0.9,1100,Yes,spring,plains,1.0,P01124,Food,,,,,,,Super Pepperfry Candy
9,1,2.4,female,600,2.7,Godrej Interio,0.3,800,Yes,summer,mountains,0.6,P01125,Clothing,,,,,,,Super Godrej Interio Jeans
13,6,3.3,male,7500,3.5,Urban Ladder,0.7,1000,Yes,winter,plains,0.8,P01126,Health,,,,,,,Mega Urban Ladder Bandage
28,9,4.3,female,2200,4.5,Khadi Essentials,0.8,900,Yes,summer,coastal,0.9,P01127,Clothing,,,,,,,Eco Khadi Essentials Cap
34,15,4.9,male,5000,4.8,Forest Essentials,0.9,800,Yes,summer,plains,1.0,P01128,Sports,,,,,,,Ultra Forest Essentials Bicycle
2,0,1.8,male,700,2.3,Kama Ayurveda,-0.9,400,No,summer,coastal,0.1,P01129,Clothing,,,,,,,Ultra Kama Ayurveda T-Shirt
18,7,3.9,female,13000,4.0,Sugar Cosmetics,0.3,500,Yes,winter,plains,0.3,P01130,Beauty,,,,,,,Pro Sugar Cosmetics Perfume
8,3,2.4,male,700,2.8,Lakme Ayurveda,-0.6,900,Yes,summer,mountains,0.3,P01131,Sports,,,,,,,Eco Lakme Ayurveda Bicycle
41,20,4.9,female,8500,4.8,Biovea,0.9,800,Yes,spring,coastal,1.0,P01132,Health,,,,,,,Super Biovea Vitamin
7,1,2.3,male,1000,2.6,Patanjali Ayurved (Health Care),-0.9,300,No,summer,plains,0.1,P01133,Sports,,,,,,,Luxury Patanjali Ayurved (Health Care) Bicycle
21,6,3.9,female,6000,4.1,Dabur Chyawanprash,0.7,1000,Yes,summer,coastal,0.8,P01134,Clothing,,,,,,,Luxury Dabur Chyawanprash Sneakers
26,10,4.9,female,900,4.9,AmazonBasics,0.9,900,Yes,winter,plains,0.9,P01135,Furniture,,,,,,,Super AmazonBasics Shelf
44,15,4.7,male,2900,4.6,Flying Machine,0.8,700,Yes,summer,coastal,0.9,P01136,Clothing,,,,,,,Mega Flying Machine Sneakers
10,3,3.2,male,8000,3.5,Max,0.4,800,Yes,summer,mountains,0.6,P01137,Clothing,,,,,,,Mega Max Jacket
16,4,3.8,female,9000,4.2,Lee,0.9,500,Yes,winter,coastal,0.9,P01138,Furniture,,,,,,,Pro Lee Chair
31,12,4.7,male,13500,4.9,Spyker,0.9,1400,Yes,spring,mountains,1.0,P01139,Clothing,,,,,,,Luxury Spyker Jeans
9,1,2.2,female,800,2.4,Fastrack,-0.7,500,No,summer,plains,0.1,P01140,Sports,,,,,,,Smart Fastrack Racket
23,8,4.6,male,1400,4.3,Wildcraft,0.8,700,Yes,summer,plains,0.8,P01141,Health,,,,,,,Ultra Wildcraft Supplements
35,13,4.8,male,1000,4.9,Head Hunters,0.9,600,Yes,monsoon,plains,0.9,P01142,Furniture,,,,,,,Pro Head Hunters Chair
6,0,1.2,female,3000,1.6,PUMA,-1.0,400,No,summer,coastal,0.0,P01143,Electronics,,,,,,,Super PUMA Phone
17,7,3.8,male,5500,4.1,HRX,0.6,1000,Yes,summer,mountains,0.7,P01144,Sports,,,,,,,Ultra HRX Racket
7,4,2.6,female,6500,2.9,Mothercare,0.2,600,Yes,winter,coastal,0.4,P01145,Furniture,,,,,,,Ultra Mothercare Table
21,9,4.1,female,1000,4.6,Johnson & Johnson,0.8,900,Yes,summer,plains,0.9,P01146,Beauty,,,,,,,Pro Johnson & Johnson Lipstick
26,11,4.4,male,1500,4.8,The Moms Co.,0.5,700,Yes,winter,plains,0.6,P01147,Health,,,,,,,Smart The Moms Co. Bandage
16,5,3.6,female,7000,3.8,Wakefit,0.7,500,Yes,summer,plains,0.6,P01148,Sports,,,,,,,Super Wakefit Ball
34,17,4.7,male,11000,4.9,SleepyCat,0.9,1500,Yes,winter,mountains,0.9,P01149,Furniture,,,,,,,Eco SleepyCat Sofa
11,3,2.6,female,500,2.9,Duroflex,-0.1,800,Yes,summer,mountains,0.3,P01150,Electronics,,,,,,,Super Duroflex Tablet
42,19,4.9,male,900,4.8,Pepperfry,0.9,1200,Yes,spring,plains,1.0,P01151,Electronics,,,,,,,Super Pepperfry Headphones
8,2,2.3,female,700,2.6,Godrej Interio,0.3,900,Yes,summer,mountains,0.6,P01152,Electronics,,,,,,,Smart Godrej Interio Smartwatch
15,6,3.5,male,8500,3.8,Urban Ladder,0.7,1100,Yes,winter,plains,0.8,P01153,Furniture,,,,,,,Super Urban Ladder Shelf
30,10,4.2,female,2500,4.7,Khadi Essentials,0.9,1000,Yes,summer,coastal,0.9,P01154,Health,,,,,,,Smart Khadi Essentials Bandage
37,16,4.9,male,5500,4.8,Forest Essentials,0.9,900,Yes,summer,plains,1.0,P01155,Sports,,,,,,,Ultra Forest Essentials Shoes
3,1,1.6,male,800,2.1,Kama Ayurveda,-0.9,500,No,summer,coastal,0.1,P01156,Beauty,,,,,,,Super Kama Ayurveda Shampoo
19,8,3.9,female,14000,4.0,Sugar Cosmetics,0.4,600,Yes,winter,plains,0.3,P01157,Clothing,,,,,,,Smart Sugar Cosmetics Jeans
9,2,2.2,male,800,2.5,Lakme Ayurveda,-0.7,1000,Yes,summer,mountains,0.3,P01158,Sports,,,,,,,Mega Lakme Ayurveda Gloves
43,21,4.9,female,9500,4.8,Biovea,0.9,900,Yes,spring,coastal,1.0,P01159,Food,,,,,,,Ultra Biovea Snack
8,0,1.9,male,1100,2.3,Patanjali Ayurved (Health Care),-0.9,400,No,summer,plains,0.1,P01160,Sports,,,,,,,Luxury Patanjali Ayurved (Health Care) Ball
23,6,3.8,female,6500,4.0,Dabur Chyawanprash,0.7,1200,Yes,summer,coastal,0.8,P01161,Clothing,,,,,,,Pro Dabur Chyawanprash Jeans
27,11,4.9,female,1000,4.9,AmazonBasics,0.9,1000,Yes,winter,plains,0.9,P01162,Clothing,,,,,,,Mega AmazonBasics Cap
47,16,4.8,male,3100,4.7,Flying Machine,0.8,800,Yes,summer,coastal,0.9,P01163,Electronics,,,,,,,Smart Flying Machine Headphones
11,3,3.4,male,8500,3.6,Max,0.5,900,Yes,summer,mountains,0.6,P01164,Beauty,,,,,,,Luxury Max Lipstick
18,5,4.0,female,9500,4.4,Lee,0.9,600,Yes,winter,coastal,0.9,P01165,Furniture,,,,,,,Ultra Lee Sofa
33,13,4.8,male,14000,4.9,Spyker,0.9,1500,Yes,spring,mountains,1.0,P01166,Food,,,,,,,Eco Spyker Snack
10,0,2.0,female,1000,2.2,Fastrack,-0.8,600,No,summer,plains,0.0,P01167,Sports,,,,,,,Luxury Fastrack Bicycle
24,9,4.7,male,1600,4.4,Wildcraft,0.8,800,Yes,summer,plains,0.8,P01168,Furniture,,,,,,,Luxury Wildcraft Shelf
36,14,4.9,male,1100,5.0,Head Hunters,0.9,700,Yes,monsoon,plains,1.0,P01169,Clothing,,,,,,,Eco Head Hunters Jeans
7,1,1.0,female,4000,1.3,PUMA,-1.0,500,No,summer,coastal,0.0,P01170,Food,,,,,,,Luxury PUMA Snack
18,8,4.0,male,6500,4.2,HRX,0.6,1200,Yes,summer,mountains,0.7,P01171,Health,,,,,,,Super HRX Vitamin
8,5,2.5,female,7500,2.9,Mothercare,0.2,700,Yes,winter,coastal,0.4,P01172,Electronics,,,,,,,Mega Mothercare Headphones
22,10,4.3,female,1200,4.8,Johnson & Johnson,0.8,1000,Yes,summer,plains,0.9,P01173,Clothing,,,,,,,Eco Johnson & Johnson Cap
27,12,4.3,male,1700,4.9,The Moms Co.,0.6,800,Yes,winter,plains,0.7,P01174,Sports,,,,,,,Super The Moms Co. Bicycle
18,6,3.7,female,7500,3.9,Wakefit,0.7,600,Yes,summer,plains,0.6,P01175,Beauty,,,,,,,Luxury Wakefit Shampoo
36,18,4.8,male,12000,4.9,SleepyCat,0.9,1600,Yes,winter,mountains,0.9,P01176,Food,,,,,,,Ultra SleepyCat Juice
12,2,2.5,female,700,2.8,Duroflex,-0.1,900,Yes,summer,mountains,0.3,P01177,Health,,,,,,,Luxury Duroflex Medicine
46,20,4.9,male,950,4.8,Pepperfry,0.9,1300,Yes,spring,plains,1.0,P01178,Food,,,,,,,Eco Pepperfry Meal
10,1,1.9,female,800,2.2,Godrej Interio,0.3,1000,Yes,summer,mountains,0.6,P01179,Electronics,,,,,,,Luxury Godrej Interio Headphones
17,7,3.8,male,9500,4.0,Urban Ladder,0.7,1200,Yes,winter,plains,0.8,P01180,Health,,,,,,,Eco Urban Ladder Bandage
32,11,4.0,female,2800,4.5,Khadi Essentials,0.9,1100,Yes,summer,coastal,0.9,P01181,Beauty,,,,,,,Eco Khadi Essentials Lipstick
39,17,4.9,male,6000,4.8,Forest Essentials,0.9,1000,Yes,summer,plains,1.0,P01182,Beauty,,,,,,,Luxury Forest Essentials Lotion
4,2,1.3,male,900,1.8,Kama Ayurveda,-1.0,600,No,summer,coastal,0.1,P01183,Health,,,,,,,Pro Kama Ayurveda Bandage
20,9,4.0,female,16000,4.1,Sugar Cosmetics,0.5,700,Yes,winter,plains,0.3,P01184,Electronics,,,,,,,Super Sugar Cosmetics Phone
10,3,2.0,male,900,2.4,Lakme Ayurveda,-0.8,1200,Yes,summer,mountains,0.3,P01185,Furniture,,,,,,,Smart Lakme Ayurveda Shelf
45,22,4.9,female,9800,4.8,Biovea,0.9,1100,Yes,spring,coastal,1.0,P01186,Electronics,,,,,,,Mega Biovea Phone
9,1,1.8,male,1300,2.1,Patanjali Ayurved (Health Care),-0.9,500,No,summer,plains,0.1,P01187,Electronics,,,,,,,Mega Patanjali Ayurved (Health Care) Smartwatch
25,7,4.0,female,7500,4.2,Dabur Chyawanprash,0.7,1400,Yes,summer,coastal,0.8,P01188,Health,,,,,,,Luxury Dabur Chyawanprash Mask
28,12,4.9,female,1100,4.9,AmazonBasics,0.9,1100,Yes,winter,plains,0.9,P01189,Beauty,,,,,,,Eco AmazonBasics Lipstick
50,17,4.9,male,3300,4.8,Flying Machine,0.8,900,Yes,summer,coastal,0.9,P01190,Health,,,,,,,Smart Flying Machine Vitamin
12,4,3.6,male,9000,3.8,Max,0.5,1000,Yes,summer,mountains,0.6,P01191,Health,,,,,,,Luxury Max Mask
20,6,4.0,female,10000,4.5,Lee,0.9,700,Yes,winter,coastal,0.9,P01192,Health,,,,,,,Luxury Lee Bandage
35,14,4.8,male,14500,4.9,Spyker,0.9,1600,Yes,spring,mountains,1.0,P01193,Beauty,,,,,,,Super Spyker Cream
11,0,1.8,female,1200,2.0,Fastrack,-0.9,700,No,summer,plains,0.0,P01194,Beauty,,,,,,,Ultra Fastrack Cream
25,10,4.8,male,1700,4.5,Wildcraft,0.8,900,Yes,summer,plains,0.8,P01195,Clothing,,,,,,,Ultra Wildcraft T-Shirt
37,15,4.9,male,1200,5.0,Head Hunters,0.9,800,Yes,monsoon,plains,1.0,P01196,Furniture,,,,,,,Ultra Head Hunters Shelf
8,2,1.8,female,4500,2.1,PUMA,-1.0,600,No,summer,coastal,0.0,P01197,Electronics,,,,,,,Mega PUMA Tablet
20,9,3.9,male,7500,4.3,HRX,0.7,1300,Yes,summer,mountains,0.7,P01198,Furniture,,,,,,,Ultra HRX Table
9,6,2.8,female,8500,3.0,Mothercare,0.2,800,Yes,winter,coastal,0.4,P01199,Furniture,,,,,,,Mega Mothercare Bed
23,11,4.4,female,1300,4.8,Johnson & Johnson,0.8,1200,Yes,summer,plains,0.9,P01200,Sports,,,,,,,Smart Johnson & Johnson Bicycle
28,13,4.4,male,1800,4.9,The Moms Co.,0.6,900,Yes,winter,plains,0.7,P01201,Furniture,,,,,,,Luxury The Moms Co. Bed
20,7,3.6,female,8000,3.9,Wakefit,0.7,700,Yes,summer,plains,0.6,P01202,Health,,,,,,,Smart Wakefit Medicine
38,19,4.9,male,13000,5.0,SleepyCat,0.9,1700,Yes,winter,mountains,0.9,P01203,Food,,,,,,,Mega SleepyCat Meal
13,3,2.3,female,600,2.6,Duroflex,-0.1,1000,Yes,summer,mountains,0.3,P01204,Furniture,,,,,,,Mega Duroflex Shelf
50,21,4.9,male,1000,4.9,Pepperfry,0.9,1400,Yes,spring,plains,1.0,P01205,Furniture,,,,,,,Mega Pepperfry Bed
12,2,1.7,female,900,2.0,Godrej Interio,0.3,1100,Yes,summer,mountains,0.6,P01206,Food,,,,,,,Mega Godrej Interio Cereal
22,8,4.1,female,11000,4.6,Urban Ladder,0.7,1400,Yes,winter,plains,0.8,P01207,Electronics,,,,,,,Luxury Urban Ladder Headphones
34,12,4.1,male,3000,4.6,Khadi Essentials,0.9,1200,Yes,summer,coastal,0.9,P01208,Beauty,,,,,,,Mega Khadi Essentials Cream
41,18,4.9,male,7000,4.9,Forest Essentials,0.9,1100,Yes,summer,plains,1.0,P01209,Sports,,,,,,,Luxury Forest Essentials Racket
6,3,1.0,male,1000,1.5,Kama Ayurveda,-1.0,700,No,summer,coastal,0.1,P01210,Beauty,,,,,,,Pro Kama Ayurveda Lotion
21,10,3.9,female,18000,4.1,Sugar Cosmetics,0.5,800,Yes,winter,plains,0.3,P01211,Health,,,,,,,Pro Sugar Cosmetics Bandage
11,4,1.7,male,1000,2.0,Lakme Ayurveda,-0.9,1300,Yes,summer,mountains,0.3,P01212,Clothing,,,,,,,Eco Lakme Ayurveda T-Shirt
48,23,4.9,female,10000,4.9,Biovea,0.9,1200,Yes,spring,coastal,1.0,P01213,Electronics,,,,,,,Mega Biovea Tablet
10,2,1.7,male,1500,2.0,Patanjali Ayurved (Health Care),-0.9,600,No,summer,plains,0.1,P01214,Clothing,,,,,,,Mega Patanjali Ayurved (Health Care) T-Shirt
27,8,4.0,female,9500,4.3,Dabur Chyawanprash,0.7,1500,Yes,summer,coastal,0.8,P01215,Beauty,,,,,,,Luxury Dabur Chyawanprash Lipstick
30,14,4.9,female,1200,4.9,AmazonBasics,0.9,1200,Yes,winter,plains,0.9,P01216,Electronics,,,,,,,Pro AmazonBasics Phone
53,18,4.9,male,3500,4.9,Flying Machine,0.9,1000,Yes,summer,coastal,0.9,P01217,Sports,,,,,,,Pro Flying Machine Racket
13,5,3.0,male,9500,3.5,Max,0.5,1100,Yes,summer,mountains,0.6,P01218,Sports,,,,,,,Ultra Max Gloves
22,7,4.0,female,10500,4.6,Lee,0.9,800,Yes,winter,coastal,0.9,P01219,Health,,,,,,,Pro Lee Mask
37,15,4.9,male,15000,5.0,Spyker,0.9,1700,Yes,spring,mountains,1.0,P01220,Electronics,,,,,,,Smart Spyker Smartwatch
12,1,1.5,female,1400,1.7,Fastrack,-0.9,800,No,summer,plains,0.0,P01221,Electronics,,,,,,,Super Fastrack Phone
26,11,4.9,male,1800,4.6,Wildcraft,0.8,1000,Yes,summer,plains,0.8,P01222,Electronics,,,,,,,Mega Wildcraft Headphones
39,16,4.9,male,1300,5.0,Head Hunters,0.9,900,Yes,monsoon,plains,1.0,P01223,Food,,,,,,,Mega Head Hunters Snack
10,3,1.5,female,5000,2.0,PUMA,-1.0,700,No,summer,coastal,0.0,P01224,Beauty,,,,,,,Ultra PUMA Lipstick
22,10,4.0,male,8500,4.4,HRX,0.7,1400,Yes,summer,mountains,0.7,P01225,Beauty,,,,,,,Ultra HRX Shampoo
10,7,2.2,female,9000,2.5,Mothercare,0.2,900,Yes,winter,coastal,0.4,P01226,Clothing,,,,,,,Smart Mothercare Jacket
25,12,4.5,female,1400,5.0,Johnson & Johnson,0.8,1300,Yes,summer,plains,0.9,P01227,Furniture,,,,,,,Super Johnson & Johnson Sofa
29,14,4.5,male,1900,4.9,The Moms Co.,0.7,1000,Yes,winter,plains,0.7,P01228,Sports,,,,,,,Super The Moms Co. Ball
22,8,3.5,female,8500,3.9,Wakefit,0.7,800,Yes,summer,plains,0.6,P01229,Food,,,,,,,Smart Wakefit Snack
40,20,4.9,male,13500,5.0,SleepyCat,0.9,1800,Yes,winter,mountains,0.9,P01230,Sports,,,,,,,Mega SleepyCat Gloves
15,4,1.8,female,700,2.1,Duroflex,-0.1,1100,Yes,summer,mountains,0.3,P01231,Health,,,,,,,Super Duroflex Medicine
55,22,4.9,male,1100,4.9,Pepperfry,0.9,1500,Yes,spring,plains,1.0,P01232,Beauty,,,,,,,Smart Pepperfry Cream
14,3,1.5,female,950,2.0,Godrej Interio,0.3,1200,Yes,summer,mountains,0.6,P01233,Health,,,,,,,Super Godrej Interio Medicine
24,9,4.0,female,13000,4.7,Urban Ladder,0.7,1600,Yes,winter,plains,0.8,P01234,Sports,,,,,,,Smart Urban Ladder Gloves
36,13,4.0,male,3200,4.7,Khadi Essentials,0.9,1300,Yes,summer,coastal,0.9,P01235,Beauty,,,,,,,Mega Khadi Essentials Shampoo
43,19,4.9,male,7500,4.9,Forest Essentials,0.9,1200,Yes,summer,plains,1.0,P01236,Food,,,,,,,Ultra Forest Essentials Meal
7,4,1.0,male,1100,1.6,Kama Ayurveda,-1.0,800,No,summer,coastal,0.1,P01237,Furniture,,,,,,,Ultra Kama Ayurveda Chair
23,12,4.0,female,19000,4.1,Sugar Cosmetics,0.6,900,Yes,winter,plains,0.3,P01238,Food,,,,,,,Smart Sugar Cosmetics Meal
12,5,1.5,male,1100,2.0,Lakme Ayurveda,-0.9,1400,Yes,summer,mountains,0.3,P01239,Food,,,,,,,Super Lakme Ayurveda Cereal
50,24,4.9,female,10500,4.9,Biovea,0.9,1300,Yes,spring,coastal,1.0,P01240,Health,,,,,,,Eco Biovea Medicine
11,3,1.5,male,1600,2.0,Patanjali Ayurved (Health Care),-0.9,700,No,summer,plains,0.1,P01241,Beauty,,,,,,,Pro Patanjali Ayurved (Health Care) Perfume
29,10,4.0,female,9500,4.4,Dabur Chyawanprash,0.7,1800,Yes,summer,coastal,0.8,P01242,Beauty,,,,,,,Smart Dabur Chyawanprash Shampoo
30,5,4.2,male,1000,4.5,Flying Machine,0.7,2500,No,winter,plains,0.8,P01243,Food,,,,,,,Mega Flying Machine Snack
10,2,3.9,female,200,3.8,Sugar Cosmetics,-0.2,100,No,summer,mountains,0.3,P01244,Food,,,,,,,Luxury Sugar Cosmetics Meal
15,8,4.8,male,5000,4.7,Khadi Essentials,0.9,600,No,winter,plains,0.9,P01245,Furniture,,,,,,,Smart Khadi Essentials Chair
5,0,4.5,male,100,4.2,Dettol,0.5,200,No,monsoon,coastal,0.6,P01246,Clothing,,,,,,,Eco Dettol Jacket
40,15,4.6,female,8000,4.9,Lakme Ayurveda,0.8,900,Yes,winter,mountains,0.95,P01247,Sports,,,,,,,Mega Lakme Ayurveda Bicycle
20,3,3.2,male,1500,3.4,Manyavar Mohey,-0.1,170,No,spring,plains,0.4,P01248,Clothing,,,,,,,Luxury Manyavar Mohey T-Shirt
8,1,2.5,male,2000,2.3,Lee,-0.5,400,No,summer,plains,0.1,P01249,Food,,,,,,,Smart Lee Candy
12,6,4.0,female,700,4.0,Wildcraft,0.3,750,No,monsoon,mountains,0.7,P01250,Clothing,,,,,,,Mega Wildcraft T-Shirt
35,18,4.9,male,6000,4.8,Pepe Jeans London,0.7,700,No,winter,plains,0.85,P01251,Beauty,,,,,,,Mega Pepe Jeans London Shampoo
45,12,4.7,female,3000,4.6,PUMA,0.6,300,Yes,summer,mountains,0.9,P01252,Food,,,,,,,Pro PUMA Juice
25,5,3.8,female,400,3.7,Allen Solly Woman,-0.3,500,Yes,monsoon,plains,0.3,P01253,Furniture,,,,,,,Luxury Allen Solly Woman Table
3,0,4.3,female,900,4.4,Head Hunters,0.2,1000,No,winter,mountains,0.5,P01254,Sports,,,,,,,Mega Head Hunters Racket
18,10,4.6,male,3500,4.7,Levis Strauss & Co.,0.4,800,No,summer,coastal,0.8,P01255,Sports,,,,,,,Smart Levis Strauss & Co. Racket
7,2,3.7,male,4500,3.5,Himalaya Liv.52,-0.4,300,No,spring,plains,0.2,P01256,Sports,,,,,,,Super Himalaya Liv.52 Shoes
22,7,4.5,female,5500,4.3,Urban Ladder,0.1,1000,No,winter,mountains,0.75,P01257,Food,,,,,,,Luxury Urban Ladder Snack
50,20,4.5,male,9500,4.7,Wakefit,0.9,900,No,winter,mountains,1.0,P01258,Health,,,,,,,Ultra Wakefit Medicine
13,4,3.4,male,750,3.3,Wild Stone,0.0,600,No,summer,coastal,0.4,P01259,Health,,,,,,,Ultra Wild Stone Vitamin
6,0,3.0,female,300,2.8,Whisper,-0.6,200,No,monsoon,plains,0.05,P01260,Clothing,,,,,,,Super Whisper Sneakers
28,9,4.1,female,2500,4.0,Fastrack,0.5,800,No,winter,mountains,0.6,P01261,Food,,,,,,,Pro Fastrack Meal
16,3,4.8,male,4000,4.9,Max,0.8,500,No,spring,plains,0.8,P01262,Electronics,,,,,,,Super Max Headphones
9,2,3.3,male,550,3.1,Libram,-0.1,300,Yes,winter,mountains,0.1,P01263,Clothing,,,,,,,Smart Libram Sneakers
33,14,4.4,female,8500,4.6,Patanjali Ayurved (Health Care),0.6,700,No,summer,plains,0.85,P01264,Sports,,,,,,,Mega Patanjali Ayurved (Health Care) Shoes
11,1,4.0,female,600,3.9,Dettol,0.1,800,No,monsoon,mountains,0.55,P01265,Electronics,,,,,,,Eco Dettol Smartwatch
2,0,2.5,male,150,2.4,Streax,-0.7,100,No,spring,coastal,0.02,P01266,Beauty,,,,,,,Pro Streax Shampoo
18,6,3.8,male,4500,3.6,Patanjali Ayurved (Health Care),0.2,1000,No,summer,plains,0.7,P01267,Clothing,,,,,,,Eco Patanjali Ayurved (Health Care) Cap
5,1,4.2,female,3000,4.3,Moov,0.4,700,No,winter,mountains,0.6,P01268,Food,,,,,,,Mega Moov Meal
23,7,4.6,male,7000,4.7,Levis Strauss & Co.,0.8,800,No,summer,plains,0.9,P01269,Beauty,,,,,,,Pro Levis Strauss & Co. Perfume
7,0,3.5,male,150,3.4,Streax,-0.3,100,No,monsoon,coastal,0.1,P01270,Health,,,,,,,Eco Streax Supplements
12,3,3.9,female,800,3.7,Lakme Ayurveda,0.1,600,No,spring,plains,0.4,P01271,Food,,,,,,,Smart Lakme Ayurveda Candy
30,12,4.5,male,9500,4.8,Kama Ayurveda,0.9,1000,No,winter,mountains,0.95,P01272,Food,,,,,,,Ultra Kama Ayurveda Juice
40,18,4.7,female,5500,4.6,Max,0.7,700,No,summer,plains,0.85,P01273,Sports,,,,,,,Super Max Ball
8,2,3.0,male,250,2.8,Pepe Jeans London,-0.5,400,No,summer,coastal,0.15,P01274,Electronics,,,,,,,Ultra Pepe Jeans London Phone
15,5,3.6,female,4000,3.5,Manyavar Mohey,0.2,500,Yes,winter,mountains,0.3,P01275,Sports,,,,,,,Ultra Manyavar Mohey Gloves
25,10,4.3,male,8500,4.5,Dettol,0.5,600,No,monsoon,plains,0.8,P01276,Food,,,,,,,Luxury Dettol Cereal
35,15,4.9,male,6000,4.8,Khadi Essentials,0.8,700,Yes,summer,mountains,0.9,P01277,Electronics,,,,,,,Eco Khadi Essentials Laptop
9,2,2.5,female,1500,2.3,Libram,-0.8,300,No,spring,plains,0.05,P01278,Electronics,,,,,,,Ultra Libram Phone
20,4,4.0,female,650,3.9,Wakefit,0.1,800,No,summer,mountains,0.5,P01279,Beauty,,,,,,,Mega Wakefit Perfume
13,3,4.6,male,5000,4.7,Forest Essentials,0.6,750,No,winter,plains,0.8,P01280,Health,,,,,,,Ultra Forest Essentials Medicine
6,1,3.3,female,200,3.2,Johnson & Johnson,-0.1,200,No,spring,coastal,0.2,P01281,Beauty,,,,,,,Ultra Johnson & Johnson Perfume
32,11,4.8,male,7500,4.9,Lee,0.9,900,No,winter,mountains,0.95,P01282,Electronics,,,,,,,Smart Lee Phone
10,0,3.7,female,250,3.5,Lijoba,-0.4,100,No,monsoon,plains,0.05,P01283,Sports,,,,,,,Mega Lijoba Racket
28,8,4.1,male,3000,4.0,Pepperfry,0.3,800,No,winter,plains,0.6,P01284,Sports,,,,,,,Smart Pepperfry Shoes
4,0,2.8,male,100,2.6,Whisper,-0.7,100,No,summer,coastal,0.05,P01285,Electronics,,,,,,,Mega Whisper Laptop
17,4,4.2,female,4500,4.4,Dettol,0.7,500,No,spring,mountains,0.7,P01286,Furniture,,,,,,,Super Dettol Table
21,9,4.5,female,8500,4.6,AmazonBasics,0.6,600,No,winter,plains,0.85,P01287,Beauty,,,,,,,Super AmazonBasics Cream
37,14,4.9,male,7000,4.8,Pepe Jeans London,0.9,700,Yes,summer,mountains,0.9,P01288,Food,,,,,,,Ultra Pepe Jeans London Meal
14,5,3.9,female,500,3.8,Flying Machine,0.0,700,No,monsoon,coastal,0.3,P01289,Electronics,,,,,,,Super Flying Machine Tablet
19,7,4.3,male,5500,4.4,Patanjali Ayurved (Health Care),0.7,700,No,summer,mountains,0.8,P01290,Food,,,,,,,Luxury Patanjali Ayurved (Health Care) Snack
6,1,3.5,female,2000,3.4,Johnson & Johnson,-0.2,200,No,spring,plains,0.2,P01291,Health,,,,,,,Smart Johnson & Johnson Vitamin
31,13,4.7,male,8000,4.6,Flying Machine,0.8,800,No,winter,plains,0.9,P01292,Food,,,,,,,Ultra Flying Machine Snack
8,3,3.2,male,300,3.1,Streax,-0.4,100,No,summer,coastal,0.1,P01293,Beauty,,,,,,,Mega Streax Cream
14,4,4.0,female,700,4.1,Manyavar Mohey,0.2,600,No,monsoon,plains,0.5,P01294,Health,,,,,,,Eco Manyavar Mohey Vitamin
24,11,4.6,male,9000,4.7,Kama Ayurveda,0.9,1000,No,winter,mountains,0.95,P01295,Beauty,,,,,,,Eco Kama Ayurveda Cream
41,17,4.8,female,5000,4.9,Lee,0.9,700,No,summer,plains,0.95,P01296,Food,,,,,,,Super Lee Cereal
9,2,2.8,male,200,2.6,Head Hunters,-0.6,100,No,spring,coastal,0.05,P01297,Beauty,,,,,,,Super Head Hunters Shampoo
16,6,3.8,female,4500,3.9,Moov,0.3,500,No,winter,mountains,0.7,P01298,Food,,,,,,,Mega Moov Snack
26,9,4.4,male,7500,4.5,Max,0.6,600,No,summer,plains,0.8,P01299,Food,,,,,,,Pro Max Candy
